sentence_id,psa_id,Domain,source_text,token_count,Source,status
psa_2026_002419_s02,psa_2026_002419,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002420_s01,psa_2026_002420,Agriculture,The NDMA reminds cooperative members to vaccinate livestock according to the county schedule.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002420_s02,psa_2026_002420,Agriculture,Act before 26 November 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002420_s03,psa_2026_002420,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002421_s01,psa_2026_002421,Health,The Ministry of Health reminds members of the public to wash hands regularly with soap and clean water.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002421_s02,psa_2026_002421,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002422_s01,psa_2026_002422,Agriculture,Ministry of Agriculture: Livestock keepers are advised to avoid fake fertiliser and buy only from licensed agrovets.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002422_s02,psa_2026_002422,Agriculture,Act before 10 July 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002422_s03,psa_2026_002422,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002423_s01,psa_2026_002423,Agriculture,KALRO advises traders to plant drought-tolerant varieties recommended for this season in Kakamega County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002423_s02,psa_2026_002423,Agriculture,Act before 20 March 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002423_s03,psa_2026_002423,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002424_s01,psa_2026_002424,Agriculture,KALRO warns cooperative members to follow grazing advisories during the drought period.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002424_s02,psa_2026_002424,Agriculture,Act before 18 May 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002424_s03,psa_2026_002424,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002425_s01,psa_2026_002425,Agriculture,KALRO: Traders are advised to follow grazing advisories during the drought period.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002425_s02,psa_2026_002425,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002426_s01,psa_2026_002426,Agriculture,NDMA urges farmers to follow grazing advisories during the drought period.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002426_s02,psa_2026_002426,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002427_s01,psa_2026_002427,Agriculture,"Ministry of Agriculture warns cooperative members to store harvested produce in dry, secure facilities.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002427_s02,psa_2026_002427,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002428_s01,psa_2026_002428,Agriculture,"County Department of Agriculture warns livestock keepers to store harvested produce in dry, secure facilities.",15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002428_s02,psa_2026_002428,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002429_s01,psa_2026_002429,Agriculture,"KEPHIS requests farmers to store harvested produce in dry, secure facilities in Mombasa County.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002429_s02,psa_2026_002429,Agriculture,Act before 7 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002429_s03,psa_2026_002429,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002430_s01,psa_2026_002430,Agriculture,The NDMA reminds cooperative members to plant drought-tolerant varieties recommended for this season.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002430_s02,psa_2026_002430,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002431_s01,psa_2026_002431,Health,The County Department of Health reminds pregnant women to register for SHA cover through official channels only.,17,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002431_s02,psa_2026_002431,Health,Act before 25 July 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002431_s03,psa_2026_002431,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002432_s01,psa_2026_002432,Agriculture,NDMA warns cooperative members to follow grazing advisories during the drought period in Kiambu County.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002432_s02,psa_2026_002432,Agriculture,Registration closes on 27 March 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002432_s03,psa_2026_002432,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002433_s01,psa_2026_002433,Education,The KUCCPS reminds parents and guardians to collect examination cards from designated centres only.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002433_s02,psa_2026_002433,Education,Act before 4 December 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002433_s03,psa_2026_002433,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002434_s01,psa_2026_002434,Health,Social Health Authority: Health workers are advised to wash hands regularly with soap and clean water.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002434_s02,psa_2026_002434,Health,Registration closes on 4 February 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002434_s03,psa_2026_002434,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002435_s01,psa_2026_002435,Health,WHO Kenya advises parents and caregivers to wash hands regularly with soap and clean water.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002435_s02,psa_2026_002435,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002436_s01,psa_2026_002436,Agriculture,The KEPHIS reminds livestock keepers to avoid fake fertiliser and buy only from licensed agrovets.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002436_s02,psa_2026_002436,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002437_s01,psa_2026_002437,Governance,The IEBC reminds job applicants to renew expired licences before the deadline.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002437_s02,psa_2026_002437,Governance,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002438_s01,psa_2026_002438,Agriculture,The KALRO reminds cooperative members to vaccinate livestock according to the county schedule.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002438_s02,psa_2026_002438,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002439_s01,psa_2026_002439,Health,County Department of Health warns members of the public to register for SHA cover through official channels only.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002439_s02,psa_2026_002439,Health,Registration closes on 13 April 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002439_s03,psa_2026_002439,Health,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002440_s01,psa_2026_002440,Health,Kenya Red Cross urges health workers to boil drinking water during the current advisory period.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002440_s02,psa_2026_002440,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002441_s01,psa_2026_002441,Agriculture,County Department of Agriculture warns farmers to report pest outbreaks to the nearest agricultural officer.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002441_s02,psa_2026_002441,Agriculture,Act before 19 January 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002441_s03,psa_2026_002441,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002442_s01,psa_2026_002442,Agriculture,Ministry of Agriculture warns farmers to follow grazing advisories during the drought period.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002442_s02,psa_2026_002442,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002443_s01,psa_2026_002443,Education,Ministry of Education requests school heads to avoid exam malpractice and report any malpractice attempts in Turkana County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002443_s02,psa_2026_002443,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002444_s01,psa_2026_002444,Education,Ministry of Education advises school heads to avoid exam malpractice and report any malpractice attempts in Nyeri County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002444_s02,psa_2026_002444,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002445_s01,psa_2026_002445,Security,Kenya Meteorological Department: Motorists are advised to evacuate low-lying areas when flood alerts are issued.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002445_s02,psa_2026_002445,Security,Registration closes on 22 March 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002445_s03,psa_2026_002445,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002446_s01,psa_2026_002446,Security,National Police Service: Motorists are advised to report suspicious activity to the nearest police station.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002446_s02,psa_2026_002446,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002447_s01,psa_2026_002447,Education,Ministry of Education warns students to complete HELB loan applications before the deadline.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002447_s02,psa_2026_002447,Education,Act before 19 April 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002447_s03,psa_2026_002447,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002448_s01,psa_2026_002448,Education,KNEC requests students to ensure learners report to school with required documents in Kiambu County.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002448_s02,psa_2026_002448,Education,Act before 22 February 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002448_s03,psa_2026_002448,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002449_s01,psa_2026_002449,Security,Ministry of Interior urges members of the public to follow official weather advisories before travel in Kiambu County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002449_s02,psa_2026_002449,Security,Act before 7 March 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002449_s03,psa_2026_002449,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002450_s01,psa_2026_002450,Agriculture,KEPHIS warns cooperative members to avoid fake fertiliser and buy only from licensed agrovets.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002450_s02,psa_2026_002450,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002451_s01,psa_2026_002451,Health,Kenya Red Cross warns health workers to register for SHA cover through official channels only.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002451_s02,psa_2026_002451,Health,Registration closes on 12 November 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002451_s03,psa_2026_002451,Health,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002452_s01,psa_2026_002452,Security,National Police Service requests residents to use only designated crossing points during heavy rains.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002452_s02,psa_2026_002452,Security,Act before 3 May 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002452_s03,psa_2026_002452,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002453_s01,psa_2026_002453,Agriculture,The KEPHIS reminds traders to vaccinate livestock according to the county schedule.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002453_s02,psa_2026_002453,Agriculture,Act before 17 June 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002453_s03,psa_2026_002453,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002454_s01,psa_2026_002454,Security,NDMA reminds farmers in arid areas to report suspicious activity to the nearest police station.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002454_s02,psa_2026_002454,Security,Registration closes on 20 June 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002454_s03,psa_2026_002454,Security,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002455_s01,psa_2026_002455,Agriculture,NDMA warns farmers to plant drought-tolerant varieties recommended for this season.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002455_s02,psa_2026_002455,Agriculture,Registration closes on 18 December 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002455_s03,psa_2026_002455,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002456_s01,psa_2026_002456,Health,Ministry of Health warns members of the public to boil drinking water during the current advisory period in Turkana County.,20,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002456_s02,psa_2026_002456,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002457_s01,psa_2026_002457,Agriculture,Ministry of Agriculture: Farmers are advised to vaccinate livestock according to the county schedule.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002457_s02,psa_2026_002457,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002458_s01,psa_2026_002458,Agriculture,The KALRO reminds livestock keepers to plant drought-tolerant varieties recommended for this season.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002458_s02,psa_2026_002458,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002459_s01,psa_2026_002459,Education,Ministry of Education: School heads are advised to avoid exam malpractice and report any malpractice attempts.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002459_s02,psa_2026_002459,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002460_s01,psa_2026_002460,Agriculture,County Department of Agriculture warns cooperative members to report pest outbreaks to the nearest agricultural officer.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002460_s02,psa_2026_002460,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002461_s01,psa_2026_002461,Agriculture,The County Department of Agriculture reminds traders to follow grazing advisories during the drought period.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002461_s02,psa_2026_002461,Agriculture,Registration closes on 1 July 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002461_s03,psa_2026_002461,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002462_s01,psa_2026_002462,Security,NTSA warns drivers to follow official weather advisories before travel.,10,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002462_s02,psa_2026_002462,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002463_s01,psa_2026_002463,Agriculture,Ministry of Agriculture: Livestock keepers are advised to follow grazing advisories during the drought period.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002463_s02,psa_2026_002463,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002464_s01,psa_2026_002464,Health,Ministry of Health warns members of the public to avoid unnecessary travel to affected areas in Nyeri County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002464_s02,psa_2026_002464,Health,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002465_s01,psa_2026_002465,Health,Kenya Red Cross warns parents and caregivers to complete routine immunization for children under five.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002465_s02,psa_2026_002465,Health,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002466_s01,psa_2026_002466,Education,Ministry of Education urges candidates to update contact details for scholarship communication.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002466_s02,psa_2026_002466,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002467_s01,psa_2026_002467,Agriculture,KEPHIS urges farmers to vaccinate livestock according to the county schedule.,11,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002467_s02,psa_2026_002467,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002468_s01,psa_2026_002468,Agriculture,"Ministry of Agriculture warns farmers to store harvested produce in dry, secure facilities.",13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002468_s02,psa_2026_002468,Agriculture,Registration closes on 4 October 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002468_s03,psa_2026_002468,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002469_s01,psa_2026_002469,Agriculture,County Department of Agriculture warns farmers to vaccinate livestock according to the county schedule.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002469_s02,psa_2026_002469,Agriculture,Registration closes on 26 July 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002469_s03,psa_2026_002469,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002470_s01,psa_2026_002470,Education,TSC reminds school heads to update contact details for scholarship communication in Machakos County.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002470_s02,psa_2026_002470,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002471_s01,psa_2026_002471,Agriculture,The County Department of Agriculture reminds livestock keepers to follow grazing advisories during the drought period.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002471_s02,psa_2026_002471,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002472_s01,psa_2026_002472,Security,NDMA: Residents are advised to observe the road safety rules and avoid overspeeding.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002472_s02,psa_2026_002472,Security,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002473_s01,psa_2026_002473,Security,Ministry of Interior: Drivers are advised to evacuate low-lying areas when flood alerts are issued.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002473_s02,psa_2026_002473,Security,Registration closes on 10 October 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002473_s03,psa_2026_002473,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002474_s01,psa_2026_002474,Governance,Public Service Commission: Job applicants are advised to submit required documents at the nearest Huduma Centre.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002474_s02,psa_2026_002474,Governance,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002475_s01,psa_2026_002475,Agriculture,County Department of Agriculture advises traders to avoid fake fertiliser and buy only from licensed agrovets.,16,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002475_s02,psa_2026_002475,Agriculture,Registration closes on 11 March 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002475_s03,psa_2026_002475,Agriculture,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002476_s01,psa_2026_002476,Education,The KNEC reminds students to collect examination cards from designated centres only.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002476_s02,psa_2026_002476,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002477_s01,psa_2026_002477,Agriculture,KALRO warns cooperative members to report pest outbreaks to the nearest agricultural officer.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002477_s02,psa_2026_002477,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002478_s01,psa_2026_002478,Education,Ministry of Education advises students to complete HELB loan applications before the deadline.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002478_s02,psa_2026_002478,Education,Registration closes on 7 November 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002478_s03,psa_2026_002478,Education,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002479_s01,psa_2026_002479,Security,NDMA reminds farmers in arid areas to evacuate low-lying areas when flood alerts are issued in Kiambu County.,18,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002479_s02,psa_2026_002479,Security,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002480_s01,psa_2026_002480,Security,NDMA advises motorists to evacuate low-lying areas when flood alerts are issued.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002480_s02,psa_2026_002480,Security,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002481_s01,psa_2026_002481,Education,KNEC warns school heads to avoid exam malpractice and report any malpractice attempts.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002481_s02,psa_2026_002481,Education,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002482_s01,psa_2026_002482,Agriculture,The NDMA reminds farmers to plant drought-tolerant varieties recommended for this season.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002482_s02,psa_2026_002482,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002483_s01,psa_2026_002483,Agriculture,KALRO: Traders are advised to avoid fake fertiliser and buy only from licensed agrovets.,14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002483_s02,psa_2026_002483,Agriculture,The public is hereby informed to disregard rumours not issued through official channels.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002484_s01,psa_2026_002484,Agriculture,KEPHIS urges traders to report pest outbreaks to the nearest agricultural officer.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002484_s02,psa_2026_002484,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002485_s01,psa_2026_002485,Agriculture,NDMA warns farmers to report pest outbreaks to the nearest agricultural officer.,12,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002485_s02,psa_2026_002485,Agriculture,Registration closes on 25 November 2026.,6,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002485_s03,psa_2026_002485,Agriculture,Further updates will be shared through official government platforms.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002486_s01,psa_2026_002486,Education,KNEC: School heads are advised to collect examination cards from designated centres only.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002486_s02,psa_2026_002486,Education,Act before 23 August 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002486_s03,psa_2026_002486,Education,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002487_s01,psa_2026_002487,Agriculture,NDMA: Farmers are advised to report pest outbreaks to the nearest agricultural officer.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002487_s02,psa_2026_002487,Agriculture,Failure to comply may attract penalties under applicable laws.,9,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002488_s01,psa_2026_002488,Education,The KUCCPS reminds parents and guardians to ensure learners report to school with required documents.,15,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002488_s02,psa_2026_002488,Education,Act before 3 March 2026 to avoid penalties.,8,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002488_s03,psa_2026_002488,Education,"For accurate information, visit the official website and follow verified social media channels only.",14,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
psa_2026_002489_s01,psa_2026_002489,Education,The HELB reminds parents and guardians to update contact details for scholarship communication.,13,synthetic://lughalink/psa_framework_template,awaiting_nllb_seed
