PSA_ID,Domain,English,Kiswahili,Target Languages,Source,Date,Metadata
psa_2026_002065,Health,"Laikipia County: Drought Early Warning Bulletin for June 2023. Kenya Laikipia County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 2.47 MB) Drought Situation & EW Phase Classification Biophysical Indicators Rainfall Performance: The forecast for JJA 2023 seasonal rainfall indicates a likelihood of near average rainfall with fair distribution patterns. Data indicates that the highest JJA seasonal rainfall amounts ranges between 340 - 420mm mainly in Laikipia West. Vegetation Condition: During the month under review, the County vegetation condition index is in normal vegetation band of 40.91 and when compared to previous month the County VCI have improved. The 3-month VCI for Laikipia North sub county is 37.06, Laikipia East sub County is 45.08 and Laikipia west sub county is 46.1 respectively an indicative of normal vegetation greenness. Socio Economic Indicators (Impact Indicators) Production Indicators: No major livestock migration outside the County was observed save for livestock migration from their traditional grazing areas to homestead after the rains. Livestock body condition is generally good with smooth appearance across the livelihood zones. Milk production is above the long-term average due good forage availability. No major livestock diseases reported during the month under review. Access indicators: The terms of trade are below long-term average and therefore not favourable for livestock keepers as result above normal maize price and stable goat prices. Household and livestock watering distance are within the normal range at this time of the year due to recharge of open water sources across the County during the season. Utilization indicators: Household’s food consumption score is acceptable for MF zones while majority in MMF and Pastoral zones are in moderate FCS. MUAC for the children between 6-59 months is above the shortterm average but remain the same when compared to previous month attributed to above average ToT and high commodity prices. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/laikipia-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002652"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 357, ""sentence_count"": 15, ""content_hash"": ""e25a93357d5c62643158e2f48f5b55bf4ef1584686e0a670b29536cbc19b1bf1"", ""original_psa_id"": ""psa_2026_002652""}"
psa_2026_002066,Health,"Makueni County: Drought Early Warning Bulletin for June 2023. Kenya Makueni County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 878.74 KB) Drought Situation & EW Phase Classification Biophysical Indicators • Generally, across all the three livelihood zones, the weather was characterized by cold spells throughout the entire month which is reminiscent in the county during this time of the year in a normal climate scenario. • The vegetation greenness and the forage condition were deteriorating at a high rate as a result of the extreme high temperatures that were being experienced in the MMF. • Water availability had started to decline in the MMF livelihood zone with rationing, long queues and waiting time being witnessed in most communal water points. Socio-Economic Indicators • Livestock body condition ranged from good to fair for all species (Goats and Cattle). Access Indicators • Milk consumption was relatively normal at one litre. • Household return distances in search of water was slightly below normal by 10%. Utilization Indicators • Terms of trade remained unfavorable at 59. • Percentage of children at risk of malnutrition remained high at 11.4% Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/makueni-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002653"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 242, ""sentence_count"": 10, ""content_hash"": ""1821a556efb9c60d1a71edaeb0cf7d63f50aa66b4ddc9f311ad04d18d032e7f0"", ""original_psa_id"": ""psa_2026_002653""}"
psa_2026_002067,Health,"Mandera County: Drought Early Warning Bulletin for June 2023. Kenya Mandera County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 1.04 MB) Drought Situation & EW Phase Classification Biophysical Indicators • The rains have ceased, and no rainfall received during the month of June 2023. • Significant improvement was observed in forage and water availability across the county due to enhanced rainfall that has fully recharged open water sources to their full capacity. Socio Economic Indicators (Impact Indicators) Production indicators: • Body condition of all livestock species is good and very good. Distance to water source lies within the normal range. • Milk production has slightly improved but is still below the normal range. Access indicators: • Terms of trade has also improved compared to the previous month and slightly above the normal range for the month. No migration reported but camel deaths have been reported causes not yet established. • Milk consumption is below normal in the entire livelihood zone. Utilization Indicators: • The percentage of under five children at risk of malnutrition (MUAC) was above the long-term average. Report details Primary country Kenya Source Government of Kenya Disasters Kenya: Cholera Outbreak - Oct 2022 Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster types Drought Epidemic Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/mandera-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002654"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""emergency"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 244, ""sentence_count"": 12, ""content_hash"": ""70b2fefb58bcf24ab459ded8a40146a85ab532fd67e468e413f5e1acd2c4a5d3"", ""original_psa_id"": ""psa_2026_002654""}"
psa_2026_002068,Health,Narok County: Drought Early Warning Bulletin for June 2023. Kenya Narok County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 501.35 KB) Drought Situation & EW Phase Classification Biophysical Indicators Rainfall ▪ The county received near normal rains. ▪ The amonts received was fairly distributed in both time and space across the livelihood zones. Forage condition: ▪ Forage condition index was within normal ▪ Forage condition was fair to good Socio-Economic Indicators (Impact Indicators) Production Indicators ▪ Crop are at grain filling and ranged from fair to good. ▪ Livestock body condition was fair to good. ▪ Low livestock in-migration was reported ▪ Suspected cases of Foot and mouth were reported. ▪ Milk production was below the normal range. Access Indicators ▪ Terms of trade were unfavourable and below normal range. ▪ Household water distances were within normal range. ▪ Water consumption was above normal. Utilization Indicators ▪ Malnutrition cases was normal. ▪ Milk consumption was below normal ▪ About 98.9 percent of households were in acceptable food consumption category. ▪ Reduced Copying Strategy Index was above normal. ▪ About 32.2 and 2.2percent of the households employed stressed and crisis food-based coping mechanisms respectively. ▪ None of households employed livelihood based coping mechanisms. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn,,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/narok-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002655"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""emergency"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 260, ""sentence_count"": 17, ""content_hash"": ""05c5f3ac5b849d5340c7f18b008f5c5f6de83af564f8300b3fbf09af24f4d502"", ""original_psa_id"": ""psa_2026_002655""}"
psa_2026_002069,Health,"Tana River County: Drought Early Warning Bulletin for June 2023. Kenya Tana River County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 1.05 MB) Drought Situation & EW Phase Classification Drought Phase: NORMAL-STABLE Biophysical Indicators • Biophysical indicators are still within normal trends of expected seasonal ranges. • Depressed rains were received during the month of June 2023,with Tana north and Tana river sub-counties receiving poor distribution. • The June Vegetation Condition Index values for Tana North and Tana river sub-counties are below normal but improving. Vegetation cover within Tana Delta are normal and improving during the month of June. • The Water levels in most water pans are at 4-5(45%-75%)across all livelihoodzones. Socio Economic Indicators (Impact Indicators) Production indicators: • The forage condition is fair in pastoral and Marginal Mixed Livelihood Zones but fair to good in Mixed Farming Livelihoods in both quality and quantity • Livestock body conditions are moderate but improvingacross all livelihood zones. • Milk production is below average in Pastoral and marginal mixed livelihood zones. This is attributed todepleting forage and pasture. Reduced lamping rate also led to reduction in milk production. • Minimal migration towards mixed farming zones reported across all livelihood zones. Access indicators • Terms of trade is currently below average during the month at 55 kg compared to 60kg in May. This is attributed to increasing maize and fuel prices. • Distances to water sources for households currently on an increasing trend but still above normal across all livelihood zones. Utilization indicators: • The number of under-fives at risk of malnutrition currently at 24.3% compared to previous month 25.7%. • Copping strategy index for households is still high at 13.6% but still below averarage.Attributed to the lower purchasing power and increasing prices of essential commodities including fuel. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Education Food and Nutrition Health Protection and Human Rights Water Sanitation Hygiene Disaster types Drought Epidemic Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/tana-river-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002656"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 359, ""sentence_count"": 18, ""content_hash"": ""72d2c50ab45580e5ec598256b671cde40e541891ce71bad9a208fe69ffd941f1"", ""original_psa_id"": ""psa_2026_002656""}"
psa_2026_002070,Health,"Wajir County: Drought Early Warning Bulletin for June 2023. Kenya Wajir County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 802.59 KB) Drought Situation & EW Phase Classification Biophysical Indicators No rainfall was received during the month under review which is normal. July is equally expected to be dry but characterised by cool and cloudy weather conditions. Vegetation Condition: Normal vegetation greenness with a value of 39.4 was recorded; a significant improvement from a score of -9.4 in the previous month. Physical observation indicates forage condition is good across the livelihood zones. Production indicators • Crops are in good condition and growing well. Harvesting has started • Livestock body condition is good and on an improving trend • Milk production averaged 1.7 litres against a normal of 3-4litres • Vaccination against SGP & CCPP ongoing Access indicators: • Milk consumption was lower than normal • Terms of Trade is unfavorable at 53.7 although on an improving trade • Trekking distance to water sources remained unchanged • Significant increment in livestock prices in all monitored markets • Improved milk consumption at household level was reported • Grazing Area distance remained stable Utilization Indicators: • The proportion of children at risk of malnutrition slightly declined to 19.0 percent from 20.4 in the previous month ▪ Analysis of FCS reveals food insecurity levels, mainly in the Pastoral Livelihood Zones at over 25 percent. ▪ The coping strategy index stood at 7.9 ▪ Households reported applying different negative coping strategies. Report details Primary country Kenya Source Government of Kenya Disasters Kenya: Cholera Outbreak - Oct 2022 Kenya: Drought - 2014-2026 Kenya: Floods - Mar 2023 Format Situation Report Themes Agriculture Education Food and Nutrition Health Peacekeeping and Peacebuilding Water Sanitation Hygiene Disaster types Drought Epidemic Flash Flood Flood Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/wajir-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002657"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""emergency"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 322, ""sentence_count"": 10, ""content_hash"": ""ec91b7347b0d351670457b7530e8b305cfac5d059cb5091b5d8d2f07e49f303d"", ""original_psa_id"": ""psa_2026_002657""}"
psa_2026_002071,Agriculture,Embu (Mbeere) County: Drought Early Warning Bulletin for June 2023. Kenya Embu (Mbeere) County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 622.65 KB) Drought Situation & EW Phase Classification Biophysical Indicators ▪ Minimal rains were received during the month under review since it is an off- season period. ▪ Vegetation greenness remain normal occasioned by the ongoing regeneration. ▪ Forage condition remains good to fair Socio-Economic Indicators (Impact Indicators) Production Indicators ▪ Maize crop is currently ready for harvesting across s both livelihood zones. ▪ Harvesting of legumes was ongoing; selling of green grams heightened across the marginal zones. ▪ Livestock body condition remains moderate (neither fat nor thin) to good. ▪ Milk production was below the long-term mean. Access Indicators ▪ Terms of trade decreased further in the current month and was outside the normal range. ▪ Average return distance to water sources for both livestock and households remained stable and within the normal range. Utilization Indicators ▪ Milk consumption remain low and outside the normal range. ▪ About 74 percent of households were in acceptable food consumption category while 26 percent were in the borderline bandwidth. ▪ Reduced copying strategy index declined further and remain within the normal range. ▪ Nutrition status for the sampled children remains normal as no children were at risk of malnutrition based on mid upper arm circumference Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn,,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/embu-mbeere-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002658"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 282, ""sentence_count"": 14, ""content_hash"": ""1a09b33b37d809b0366fceb471a5b877b932d684ed186c584fac4fb084801e4e"", ""original_psa_id"": ""psa_2026_002658""}"
psa_2026_002072,Agriculture,"Marsabit County: Drought Early Warning Bulletin for June 2023. Kenya Marsabit County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 897.71 KB) Drought Situation & EW Phase Classification Biophysical Indicators Rainfall: Moyale sub-county received off-season rains amounting to 18.8mm in 2 rainy days whereas most parts of the County remained dry. Vegetation Condition: Vegetation condition index significantly improved from extreme drought deficit in May to normal vegetation conditions. Socio-Economic Indicators (Impact Indicators) Production Indicators: Livestock body condition was good and milk production was a quarter litre across the livelihood zones. Migration of livestock was normal across the County. Livestock birth rates were very low for all livestock species and tropical livestock units were below normal. Mass abortions especially among small ruminants were reported in Moyale sub-county. Increased livestock disease incidences were reported across the County. Rainfed crop performance is generally good in the agropastoral areas and most farmers are likely to harvest in the month of July. Access Indicators: Household and livestock water distances are shorter by 29percent and 59percent respectively. Most monitored water points in Marsabit County considerably fell above the median depth. Most of the water pans are fully recharged. Milk consumption was below average and terms of trade poor. Maize and beans prices were above average in all the livelihood zones. Most markets were operational. Livestock prices were above average and traded volumes were low for all the livestock species in most of the markets. Utilization Indicators: 26.5-36.8percent of households reported an FCS indicative of Emergency (IPC Phase 4), while 37.9-54.6percent of the households exhibited food consumption score indicative of Crisis (IPC Phase 3). Households adopted emergency livelihood coping. Households applied crisis consumption coping strategies to address food shortage. Increased new admission cases for both OTP and SFP. The current MUAC of 17.6percent is above the long-term average MUAC of 16.4percent. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Peacekeeping and Peacebuilding Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/marsabit-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002659"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""emergency"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 364, ""sentence_count"": 23, ""content_hash"": ""07714eaaaab3a825cb10b886e39a4be0ed6c9d4897db63478bd83819f832586c"", ""original_psa_id"": ""psa_2026_002659""}"
psa_2026_002073,Agriculture,"Meru (Meru-North) County: Drought Early Warning Bulletin for June 2023. Kenya Meru (Meru-North) County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 445.73 KB) Drought Situation & EW Phase Classification Biophysical Indicators ▪ The month was characterized by hot and dry weather conditions across the county. ▪ Pasture and browse condition are good across the livelihood zones Socio-Economic Indicators (Impact Indicators) Production Indicators ▪ Bean crop matured and harvested in most parts of the county, though below-average harvest is expected. ▪ Maize crop failed in most of the Agro -Pastoral area, but at grain filling to mature in the Rain Fed Cropping. ▪ Milk Production increased compared to May and remained within the normal range ▪ Livestock body condition was good across all the livelihood zones. Access Indicators ▪ Terms of Trade increased compared to May and remained significantly below the seasonal range ▪ The price of maize is stable compared to May and significantly above the normal seasonal range ▪ The prices of cattle and goats increased and above the long term average. ▪ Water distances to households and grazing areas increased compared to May Utilization Indicators ▪ The reduced coping strategy index is within the normal seasonal range. ▪ Over 90 percent of children sampled were in the normal range. ▪ Households under the poor food consumption score decreased with those under the acceptable score increased with over 90 percent under acceptable and borderline score. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/meru-meru-north-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002660"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 294, ""sentence_count"": 11, ""content_hash"": ""f5d8ab6b64b1bd3af5315a717b710ef4ff18902b5d2377b4b47787768d6b4576"", ""original_psa_id"": ""psa_2026_002660""}"
psa_2026_002074,Agriculture,"Nyeri (Kieni) County: Drought Early Warning Bulletin for June 2023. Kenya Nyeri (Kieni) County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 947 KB) Drought Situation & EW Phase Classification Biophysical Indicators The month of June was characterized by dry and windy weather conditions. However, off seasonal rains were received in the highaltitude areas bordering Mt. Kenya and Aberdare ranges for an average of one to two days. The dry weather condition coupled with warmer than normal temperatures exacerbated the deterioration of forage and water resources. Socio Economic Indicators (Impact Indicators) Production Indicators Livestock body condition for all species was fair. Milk production was below the long-term average. Crops at the farms have wilted. Maize is at tasseling stage. Harvesting of potatoes and beans was ongoing, although in piece meal. Access Indicators Milk consumption was below the long-term average while terms of trade were unfavorable. Livestock prices were below long-term average. Utilization Indicators 1.7 percent of children under-fives were at risk of malnutrition compared to normal of 0.5 percent. The average CSI stood at 10.48 in June an indicator that households employed consumption based coping mechanisms more frequently during the month under review. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/nyeri-kieni-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002661"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 250, ""sentence_count"": 16, ""content_hash"": ""aad2dbb0296d7f446b6134bf1a055cb2441ef385602de1a70b2acd94975ca144"", ""original_psa_id"": ""psa_2026_002661""}"
psa_2026_002075,Health,"Tharaka Nithi County: Drought Early Warning Bulletin for June 2023. Kenya Tharaka Nithi County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 953 KB) Drought Situation & EW Phase Classification Biophysical Indicators • Drizzles were experienced in isolated parts of the county a normal occurrence compared to seasonal trends. Further, overall Vegetation Condition Index improved significantly from that of the previous month to within the normal ranges. • Additionally, significant improvement in pasture and browse across the county was realized due to availability of suplemental crop residues. Socio Economic Indicators (Impact Indicators) Production Indicators Livestock body condition was good for all species. No Unusual livestock migrations or movements were reported. Term of trade stood at 64 kg of maize for a mature goat, which was normal. Maize price was above normal range and 62% above LTA due to overreliance on markets for staples. Livestock prices for small ruminants was above the normal ranges registering a 29% rise above the LTA following improved body conditions. Milk production was still low a common trend with local indigenous breeds but still remained within the normal ranges. Access Indicators • Households trekking distances to water sources reduced from 4.2 km to 3.7 Km in search of clean water as tubidity levels reduced. Utilization Indicators CSI was within normal at 2.8 indicating moderate deployment of consumption based coping strategies. At risk of malnutrition for under-fives was within normal at 1.8% as household’s food security status improved. Proportion of households with acceptable FCS was normal and improving at 90%. • In conclusion, Tharaka Nithi is at Normal phase and stable. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Education Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/tharaka-nithi-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002662"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 322, ""sentence_count"": 17, ""content_hash"": ""806c7d41a2787ab14cfcb9d4610a0d54f2d4b973fcddc8045a7090a9f287e961"", ""original_psa_id"": ""psa_2026_002662""}"
psa_2026_002076,Health,"Kwale County: Drought Early Warning Bulletin for June 2023. Kenya Kwale County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 804.35 KB) Drought Situation & EW Phase Classification Biophysical Indicators ▪ The first and third dekads received below normal rains while the second received above average rains. ▪ The vegetation condition for June was above average with a reducing trend. ▪ The state of water sources was normal. Socio Economic Indicators (Impact Indicators) Production indicators ▪ Weeding was on-going in both the mixed farming and livestock farming livelihood zones. ▪ Maize, cowpeas and green grams, the main food crops grown this season were all in good condition in the mixed farming livelihood zone. ▪ In the livestock farming livelihood zone, cowpeas and green grams were in fair to good condition but maize was moisture stressed. ▪ Milk production was within seasonal ranges for this time of the year. Access indicators ▪ Terms of trade (casual labour to maize) were approximately 29.6 percent of normal implying reduced household purchasing power for June. ▪ Milk consumption was 25 percent higher than normal. ▪ Return distances to water sources for household consumption were higher than normal for this time of the year. Utilization Indicators ▪ The proportion of children at risk of malnutrition was 2.7 percent in June having remained the same compared with May. ▪ Food consumption patterns remained stable in June as the food consumption score was recorded as 37.1 compared with 39.1 in May. ▪ The reduced coping strategy index was estimated at 15.3 in June having remained stable in comparison with in 16.6 in May. Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn",,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/kwale-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002663"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 323, ""sentence_count"": 16, ""content_hash"": ""0d2bf0bc5f296f1a1dc77fbc9b0bfee39116d5219c59304d55b2bc7fe55d66fa"", ""original_psa_id"": ""psa_2026_002663""}"
psa_2026_002077,Health,Baringo County: Drought Early Warning Bulletin for June 2023. Kenya Baringo County: Drought Early Warning Bulletin for June 2023 Format Situation Report Source Govt. Kenya Posted 30 Jun 2023 Originally published 30 Jun 2023 Origin View original Attachments Download Report (PDF | 671.14 KB) Drought Situation & EW Phase Classification Drought Phase: Normal- Stable Biophysical Indicators The county received moderate rains during the month which were normal in the amount received. The Vegetation greenness as depicted by the VCI was above normal greenness The Water levels in most water sources are at 60-70% of their capacity. Socio Economic Indicators (Impact Indicators) Production indicators: The forage condition was fair to good in both quality and quantity Livestock body condition is mostly fair to good in all livelihood zones for all livestock species Milk production was slightly below the long term average Cases of drought related livestock mortality were not reported. Access indicators Terms of trade were declining and below long term means Distances to water sources for households were below long term mean Utilization indicators: The number of under-five children at risk of malnutrition was above the long term mean but stable. Copping strategy index (CSI) for households was within normal seasonal range. The bulk of the households had acceptable food consumption score which was stable Report details Primary country Kenya Source Government of Kenya Disaster Kenya: Drought - 2014-2026 Format Situation Report Themes Agriculture Food and Nutrition Health Water Sanitation Hygiene Disaster type Drought Language English Post this on LinkedIn,,"[""Dholuo"", ""Ekegusii"", ""Somali""]",https://reliefweb.int/report/kenya/baringo-county-drought-early-warning-bulletin-june-2023,2023-06-30T00:00:00+00:00,"{""contributor"": ""Iranzi Innocent / data/governance"", ""origin_file"": ""all_psa_export.csv"", ""origin_psa_id"": ""psa_2026_002664"", ""organization"": ""ReliefWeb Kenya Health"", ""urgency"": ""high"", ""language"": ""en"", ""source_schema"": ""all_psa_export"", ""src_adapter"": ""generic_html"", ""lang_detected"": ""en"", ""token_count"": 250, ""sentence_count"": 8, ""content_hash"": ""2516b3468f609a3fd6995d9893f95978ed1a5e3f265721deaa9940e40f92cd6f"", ""original_psa_id"": ""psa_2026_002664""}"
