psa_id,domain,title,text,language,source_url,published_at,urgency,organization,metadata
psa_2026_000083,governance,IEBC Hosts Lesotho Electoral Commission for Benchmarking Study Tour18th Mar 2026,"The Independent Electoral and Boundaries Commission (IEBC) today hosted a delegation from the Independent Electoral Commission of Lesotho on a study tour to benchmark electoral processes. The delegation, led by Dr. Chelete Monyane, was received by IEBC Chairperson Erastus Ethekon , who emphasized the importance of collaboration among electoral bodies to share experiences, address challenges, and strengthen electoral systems. The Commission made presentations on key areas, including legal and institutional frameworks, voter register management, results transmission, and the use of ICT in electoral processes. The delegation also expressed interest in managing complex elections, seat allocation for special interest groups and risk management strategies. They further sought to understand how the Commission manages multiple elections simultaneously up to six compared to their context, where only two are conducted. The delegation will also engage with key stakeholders, including political parties, relevant parliamentary committees, and the judiciary, to gain a broader understanding of Kenya’s electoral ecosystem. The Commission reaffirmed its commitment to continued collaboration and knowledge sharing, with both institutions expressing optimism about strengthening democratic processes across the continent. #ECVR2026 #YourVoteYourVoice #TalkWithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Hosts_Lesotho_Electoral_Commission_for_Benchmarking_Study_Tour,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000088,governance,Commission Prepares for ECVR with Structured Nationwide Training Programme16th Mar 2026,"In preparation for the upcoming Enhanced Continuous Voter Registration (ECVR) scheduled to begin on 30th March 2026, the Commission has adopted a structured cascaded training model. The training process begins with development of content by Master Trainers, followed by the Training of Trainers (ToTs), and culminates in cluster-level operational training for Registration Officers, Assistant Registration Officers, and temporary registration officials who will carry out the registration exercise during the ECVR. While officially opening the workshop on behalf of the Chairman, IEBC Vice Chairperson Fahima Araphat Abdallah, OGW, emphasized that the Commission’s processes must remain customer-centric to ensure the development of an accurate, inclusive, and comprehensive register of voters, which is an essential foundation for credible elections. The ECVR marks a deliberate shift from routine office-based registration to a decentralized, ward-level outreach approach. Through this strategy, the Commission will deploy additional voter registration kits, and employ Voter Registration Assistants, Voter Registration Clerks and ICT Clerks. The initiative is designed to reduce access barriers, bring services closer to communities, and accelerate voter registration across the country. #ECVR2026 #YourVoteYourFuture #TalkwithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?Commission_Prepares_for_ECVR_with_Structured_Nationwide_Training_Programme,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000091,governance,IEBC Engages Radio Africa Group on Strategic Collaboration Ahead of 2027 Elections13th Mar 2026,"Independent Electoral and Boundaries Commission (IEBC) led by the Chairperson Erastus Ethekon, HSC held a meeting with Radio Africa Group and discussed areas of collaboration as the country gears up for the 2027 General Election. Erastus Ethekon briefed the team on the achievements of the Commission including successful conduct of by-elections, engagements with stakeholders, ongoing legal reforms, and the upcoming launch of enhanced continuous voter registration on 30th March 2026 for a period of 30 days among others. He also emphasized on the need for the collaboration with the Group which will go a long way in disseminating information on Kenya’s electoral processes. Martin Khafafa, Chief Executive Officer for Radio Africa Group, congratulated the Chairperson and members of the Commission on their appointment, and highlighted strategies to enhance the Commission's public outreach. Khafafa observed that the Group was keen on supporting the Commission to deliver on its mandate. #ECVR2026 #YourVoteYourFuture #TalkwithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Engages_Radio_Africa_Group_on_Strategic_Collaboration_Ahead_of_2027_Elections,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000093,governance,IEBC Appears Before JLAC on 2025/2026 Supplementary Budget Estimates11th Mar 2026,"Independent Electoral and Boundaries Commission (IEBC), led by the Commission Vice Chairperson Fahima Araphat Abdallah, OGW today honored an invitation from the National Assembly’s Departmental Committee on Justice and Legal Affairs (JLAC) to present on the supplementary estimates for the year 2025/2026. The Committee, chaired by Hon. John Gitonga Murugara of Tharaka Constituency, reviewed Commission programs and projects that are impacted by funding shortages, that require re-allocation or consideration for the supplementary budget. The Vice Chairperson urged the Committee to consider key funding areas presented to support the implementation of the Commission's mandate. Additionally, the Committee discussed upcoming Commission activities, including by-elections, Enhanced Continuous Voter Registration, and the dissemination of voter education information to the public.",en,https://www.iebc.or.ke/news/?IEBC_Appears_Before_JLAC_on_2025/2026_Supplementary_Budget_Estimates,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000094,governance,IEBC Finance Committee Reviews Budget for 2027 General Election10th Mar 2026,"Independent Electoral and Boundaries Commission (IEBC) Finance and Procurement committee, chaired by the Commission Vice Chairperson, Fahima Araphat Abdallah, OGW, is actively reviewing the proposed budget for Kenya's 2027 General Elections. This follows recent meetings with the National Treasury as well as key parliamentary committees to discuss funding for the 2027 elections. The process is meant to ensure alignment with the commission's priorities while promoting prudent use of public fund Finance and Procurement committee, chaired by the Commission Vice Chairperson, Fahima Araphat Abdallah, OGW, is actively reviewing the proposed budget for Kenya's 2027 General Elections. This follows recent meetings with the National Treasury as well as key parliamentary committees to discuss funding for the 2027 elections. The process is meant to ensure alignment with the commission's priorities while promoting prudent use of public fundIndependent Electoral and Boundaries Commission(IEBC). All Directorates of the Commission have been given a chance to present budget proposal to members of the Commission as part of ensuring seamless discharge of IEBC’s mandate and conduct of a credible election in 2027. The Vice chairperson has emphasized that the Commission will not only be prudent but will fully account for all resources allocated to IEBC. The three main drivers of elections in Kenya are; human resource, logistics and election materials. In 2022 for example with 46,229 polling stations, the Commission recruited, trained and deployed over 500,000 polling officials to assist in the management of elections. #ECVR2026 #YourVoteYourFuture #TalkwithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Finance_Committee_Reviews_Budget_for_2027_General_Election,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000095,governance,"IEBC, KMSWG Hold Workshop to Review MOU Between IEBC and the Media10th Mar 2026","Today Independent Electoral and Boundaries Commission(IEBC) Dr. Alutalala Mukhwana, Chairperson – Voter Education, Partnerships, Communication & Stakeholder Engagement Committee, brought together the Kenya Media Sector Working Group for a Workshop on Review of the MOU Between IEBC and the Media. Dr. Alutalala opened the workshop by highlighting the importance of a trust-based relationship between the media and IEBC. He noted that the media is critical in helping citizens understand how elections work, and countering dis/misinformation that can overshadow facts. Dr. Alutalala emphasized that restoring public confidence is as crucial as personal integrity and that elections begin long before polling day, “Help the public understand the work we do. Help them see the role of an electoral administrator. The media is essential in rebuilding public confidence in our democratic process,” he said. This MOU is more than a document. It’s a framework for partnership, a tool to empower journalists, and a pathway to a transparent, credible and inclusive election in 2027. Moses Sunkuli, OGW, Ag. Commission Secretary/CEO reflected on lessons from past elections, emphasizing that elections are a continuous process. Journalists must understand every stage—from voter registration and verification to results transmission—to ensure accurate reporting. “As we prepare for the 2027 General Election, this engagement is both timely and necessary. Elections take place within a dynamic information environment where facts, narratives and public trust interact and shape public perception. In that space, the partnership between the electoral management body and the media is indispensable,” he said. Felix Oduor, Executive Director, ELGIA, highlighted the historical role of media in Kenya’s electoral process, noting that collaborative engagement between electoral bodies and the media has precedent both locally and internationally. He emphasized that such partnerships enhance transparency and public trust, citing examples from previous elections and comparative experiences from Ghana and the United States. Felix stressed that while challenges exist, particularly around timing and coordination, a well-structured framework for media engagement can significantly strengthen electoral integrity and ensure that the public receives accurate, timely information. Zubeidah Kananu, President of KEG, emphasized the diversity of the media sector and the responsibility it carries. ""Through this MOU, we ensure journalists are trained, informed, and ready to report elections responsibly, minimizing misinformation and conflict,"", she noted. Martin Maasai, Trustee at KEG and Chairperson of the Media Freedoms & Ethics Committee, reflected on the current state of the media industry, noting the rapid turnover of experienced journalists and the prevalence of younger reporters covering elections for the first time. He stressed the importance of creating spaces for engagement and training between the media and the IEBC, ensuring journalists understand the full electoral process—from voter registration to the announcement of results. Maasai emphasized that responsible and informed reporting is essential for transparency, public confidence and preventing misinformation, reminding participants that “journalists do what they do precisely because they care about this country.” Victor Bwire, Director of Media Training and Development, MCK, highlighted the collaborative efforts already underway between MCK and IEBC to train journalists on electoral processes and responsible election reporting. He noted the challenges posed by Kenya’s vast media landscape, with hundreds of radio, TV, digital and blog platforms, emphasizing that standardized training and clear guidelines are essential for consistent, accurate coverage. Bwire also spoke on emerging issues like artificial intelligence, digital media, and user-generated content, explaining that the new Code of Ethics and the “Introduction to Media Practice” course aim to equip all media practitioners—including non-journalists—with the skills to report ethically and professionally. He concluded by stressing that coordinated reporting, journalist safety, and adherence to standards are critical for enhancing public trust and credibility in elections. The workshop reinforced the partnership between IEBC and the media, ensuring journalists are equipped to safeguard credible, transparent and peaceful elections in 2027.",en,"https://www.iebc.or.ke/news/?IEBC,_KMSWG_Hold_Workshop_to_Review_MOU_Between_IEBC_and_the_Media",,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000098,governance,"IEBC, CUEA Student Leaders Collaborate to Boost Youth Voter Registration6th Mar 2026","Independent Electoral and Boundaries Commission (IEBC) Commissioner Dr. Alutalala Mukhwana Chairperson of the Voter Education, Partnerships, Communication & Stakeholder Engagement Committee, today held an engagement with Brian Kweyu, President of the Catholic University of Eastern Africa Students Organization (CUEASO). The discussions focused on areas of collaboration ahead of the upcoming Enhanced Continuous Voter Registration (ECVR) exercise scheduled to begin on 30th March 2026. The engagement explored ways of mobilizing and facilitating university students and youth to register as voters and actively participate in the country’s democratic processes. During the meeting, Commissioner Dr. Alutalala commended the commitment and initiative demonstrated by young people who are actively seeking to strengthen democratic participation. “The Commission appreciates the boldness and civic responsibility demonstrated by young people who are committed to strengthening our democracy. We remain ready to collaborate with all stakeholders of goodwill to ensure that no eligible citizen is left behind in exercising their right to participate in elections, as guaranteed under the Constitution of Kenya, 2010,” said Commissioner Dr. Alutalala. Mr. Kweyu extended an invitation to the Commission to participate in the upcoming Catholic University of Eastern Africa Cultural Week scheduled for 9th–13th March 2026. He encouraged the Commission to leverage the event as an opportunity to provide voter registration and voter education services to students and members of the surrounding community. Mr. Kweyu, who is also the Founder of the Sajili Vijana Magaribi Initiative a youth-led movement mobilizing voter registration in Western Kenya shared that the initiative aims to reach two million new voters, and called for collaboration with the Commission to support this effort. Commissioner Dr. Alutalala was accompanied by Ruth Kulundu, Deputy Commission Secretary – Operations, reaffirmed the Commission’s commitment to working with youth organizations, learning institutions and other stakeholders to expand voter education and registration outreach across the country. #FormNiDialogue #YourVoteYourFuture #TalkwithIEBC #StopFakeNews",en,"https://www.iebc.or.ke/news/?IEBC,_CUEA_Student_Leaders_Collaborate_to_Boost_Youth_Voter_Registration",,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000099,governance,IEBC Holds Consultative Meeting with Senior Election Officers (SEO)6th Mar 2026,"Today, Independent Electoral and Boundaries Commission (IEBC) led by the Ag. Commission Secretary/CEO, Moses Sunkuli, OGW, held a consultative meeting with representatives of the Commission’s Senior Election Officers (SEOs) at the Head Office. During the engagement, the SEOs shared their perspectives and presented proposals aimed at strengthening staff welfare and enhancing the overall effectiveness of the Secretariat. The officers also highlighted the critical role they play in the Commission’s operations, serving as Registration Officers during voter registration exercises and as Returning Officers during elections, responsibilities that are central to the delivery of credible electoral processes. The Ag. Commission Secretary/CEO welcomed the views shared by the representatives and affirmed the importance of continuous dialogue with staff across the Commission. Drawing from his own experience serving previously as a Senior Election Officer, Mr. Sunkuli acknowledged the concerns raised and assured the representatives that the Commission will carefully review the issues discussed. The engagement reflects the Commission’s ongoing commitment to constructive internal dialogue, staff welfare and strengthening institutional capacity in the execution of its constitutional mandate. #FormNiDialogue #YourVoteYourFuture #TalkwithIEBC #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Holds_Consultative_Meeting_with_Senior_Election_Officers_(SEO),,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000101,governance,IEBC Chair Hosts Swiss Ambassador for Strategic Talks on 2027 Preparedness3rd Mar 2026,"Today, IEBC Chairperson Erastus Ethekon, HSC hosted H.E. Mirko Giulietti, Ambassador of Switzerland to Kenya, for a high-level courtesy call on preparations for the 2027 General Election. The discussions centered on strategic priority areas in election preparedness, with particular emphasis on institutional strengthening and capacity building. The Ambassador reaffirmed Switzerland’s commitment to supporting initiatives that enhance transparency and public confidence in Kenya’s electoral processes. The Chairperson briefed the Ambassador on the Commission’s roadmap to 2027, including the forthcoming launch of the Enhanced Continuous Voter Registration (ECVR) exercise. The ECVR will decentralize voter registration to the ward level, a deliberate step toward inclusion, accessibility and youth participation in the democratic process. Ambassador Giulietti underscored the Commission’s critical role in safeguarding democracy not only in Kenya but across the region, noting that credible elections remain the cornerstone of stability and governance. The Ambassador was accompanied by Leonie Wechsler, Academic Intern at the Embassy of Switzerland. As we look ahead to 2027, partnerships that strengthen institutional capacity and deepen citizen participation will remain central to delivering credible, inclusive and transparent elections.",en,https://www.iebc.or.ke/news/?IEBC_Chair_Hosts_Swiss_Ambassador_for_Strategic_Talks_on_2027_Preparedness,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000105,governance,IEBC Appears Before JLAC to Consider 2026 Budget Policy Statement25th Feb 2026,"The Commission, led by IEBC Vice Chairperson Fahima Araphat, OGW, appeared before the Departmental Committee on Justice and Legal Affairs (JLAC) at Bunge Towers to consider the 2026 Budget Policy Statement (BPS). Vice Chairperson Araphat emphasized to the Committee that timely and sufficient funding is critical to protecting the integrity, efficiency and credibility of Kenya’s electoral process as the country prepares for the 2027 General Election. During the session, IEBC Ag. Commission Secretary/CEO Moses Sunkuli, OGW, presented the Commission’s budget priorities and strategic focus as preparations begin for the 2027 General Election. In his remarks, the CEO noted that the Commission developed its 2026/27 to 2028/29 Medium Term Expenditure Framework Budget in line with the National Treasury Circular that provides guidelines for the preparation of the 2026/27 to 2028/29 MTEF. He added that the budget is anchored on the Commission’s five year Strategic Plan, structured around four Key Result Areas and Strategic Focus Areas: Managing Elections, Citizen Engagement and Participation, Equitable Representation and Institutional Resilience. He further explained that the Commission operates under a single core programme, Management of the Electoral Process in Kenya, whose strategic objective is to deliver free, fair and credible elections. The programme is executed through five sub programmes: Administrative Planning and Support Services; Voter Registration and Electoral Operations; Voter Education and Partnerships; Electoral Information and Communication Technology; and Delimitation of Electoral Units. The Committee, chaired by Hon. George Murugara, MP for Tharaka, is established under National Assembly Standing Order 216 and is mandated to investigate, inquire into and report on matters relating to the mandate, management, activities, administration and operational estimates of designated Ministries and Departments. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Appears_Before_JLAC_to_Consider_2026_Budget_Policy_Statement,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000107,governance,IEBC Concludes Clerk Training Ahead of 26th February 2026 By-Elections23rd Feb 2026,"It's all systems go as Independent Electoral and Boundaries Commission (IEBC) successfully concludes the training of clerks ahead of the 26 th February 2026 By-Elections. The clerks, who will conduct the by-elections, took Oath of Secrecy, reaffirming their commitment to uphold integrity, impartiality and professionalism throughout the electoral process. This reinforces IEBC pledge to deliver free, fair and credible elections. As we enter the final stages of preparation, the team is now fully equipped to conduct the By-Elections. The Commission remains committed to ensuring that every eligible voter exercises their democratic right to elect leaders of their choice. The By-elections will be held on Thursday 26th February 2026 for: Member of the National Assembly for Isiolo South Constituency, Isiolo County; Member of the County Assembly for West Kabras Ward, Malava Constituency, Kakamega County; and Members of the County Assembly for Muminji Ward and Evurore Ward, Mbeere North Constituency, Embu County. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Concludes_Clerk_Training_Ahead_of_26th_February_2026_By-Elections,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000108,governance,"IEBC, Centre for Multiparty Democracy Host Youth Dialogue Forum in Machakos23rd Feb 2026","Independent Electoral and Boundaries Commission(IEBC), in collaboration with Centre For Multiparty Democracy , is holding a Youth Dialogue Forum in Machakos County. The forum also offers the Commission an opportunity to share updates on its preparedness for the 2027 General Election, including the ongoing Continuous Voter Registration (CVR) exercise, and to explore areas of collaboration with youth stakeholders in strengthening CVR and other electoral processes. Further, the Commission is receiving feedback from county-based youth leaders and influencers on electoral matters. While opening the forum, Commissioner Dr. Alutalala Mukhwana, Chairperson of the Voter Education, Partnerships, Communication and Stakeholder Engagement (VEPC&SE) Committee, noted that Kenya’s electoral process is founded on the principle of participation. He emphasized that the Commission has aligned its priorities towards enhancing credibility, inclusivity, and voter experience, drawing on feedback from both internal and external stakeholders. In preparation for the 2027 General Election, the Commission has therefore made deliberate and strategic efforts to engage key stakeholders especially the youth by sharing a clear roadmap toward an inclusive, transparent, free, and fair elections. Commissioner Ann Nderitu underscored that civic responsibility begins with registering as a voter, participating in elections, and giving views when required. She noted that approximately 74% of Kenya’s population is below the age of 35, and about 57% of registered voters are young people. This, she observed, means that the country largely belongs to the youth. She encouraged them to recognize that they are not spectators but decision-makers, and that the future of Kenya rests in their hands. She further stated that the Commission has a legitimate expectation that the information shared during the forum will be cascaded to other young people across the county. She emphasized that the engagement is not only about the individuals present, but also about the thousands of youth they represent. Participants were therefore urged to help transform perceptions around elections, voter registration, and civic responsibility within their respective communities. Representing the Ag.Commission Secretary/CEO, Deputy Commission Secretary – Operations, Ruth Kulundu, noted that youth form a distinct segment of the Special Interest Groups prioritized in the Commission’s outreach, education, and inclusion initiatives. She highlighted the Commission’s collaboration with youth-led and youth-serving organizations to curb misinformation and promote youth-friendly programs and strategies within the electoral process. The Commission expressed hope that through such engagements, young people who have attained the age of 18 years will take advantage of the ongoing Continuous Voter Registration exercise to register as voters and actively participate in all electoral processes. Riding on this wave of engagement, the Commission reaffirmed its commitment to sustained dialogue with the youth on issues affecting their participation in electoral processes and governance. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC",en,"https://www.iebc.or.ke/news/?IEBC,_Centre_for_Multiparty_Democracy_Host_Youth_Dialogue_Forum_in_Machakos",,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000111,governance,IEBC and National Youth Council Partner to Advance Youth Inclusion in Elections20th Feb 2026,"The National Youth Council of Kenya led by their CEO Gloria Wawira, today met with IEBC Ag Commission Secretary/CEO, Moses Sunkuli, OGW, to discuss areas of collaboration in strengthening youth inclusion in Kenya’s electoral landscape. The engagement focused on expanding opportunities for young people to participate meaningfully in the electoral process as informed voters, aspirants for political leadership, and active defenders of their civic rights. Through its coordination mandate, the National Youth Council continues to unite youth-serving organizations and key stakeholders to deepen grassroots civic engagement and ensure sustained youth participation before, during, and after elections. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_and_National_Youth_Council_Partner_to_Advance_Youth_Inclusion_in_Elections,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000112,governance,IEBC Presides Over Law Society of Kenya Elections19th Feb 2026,"The Commission is mandated to conduct elections to any elective body or office established by the Constitution, and any other elections as prescribed by an Act of Parliament. IEBC today presided over the Law Society of Kenya elections in 54 polling stations across the country. Eligible members of the society voted for 8 elective positions that attracted a total of 48 candidates. The elective positions are: President, Vice President, General Member of Atleast 25 Years Standing, Council Member (Coast Representative), General Member Representatives, Council Member (Upcountry Representative), Council Members (Nairobi Representatives) and Members, Advocates Disciplinary Tribunal. Results counting is currently underway and final tallies will be announced and winners declared by the Returning Officer of the election. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Presides_Over_Law_Society_of_Kenya_Elections,,low,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000116,governance,IEBC Receives Ballot Papers as Preparations for 26th February By-Elections Near Completion18th Feb 2026,"The Commission, led by Deputy Commission Secretary - Support Services Obadiah Keitany, MBS, this afternoon received four pallets of ballot papers and statutory forms for the upcoming #26thFebByelections in the following areas: Isiolo South Constituency; and County Assembly Wards (CAW) in West Kabras (Malava Constituency), Evurore and Muminji (Mbeere Constituency). While addressing the media, he stated that preparations for the by-elections are at an advanced stage. The Commission is currently training polling officials, and the process is progressing well. All systems are in place, and the Commission is fully prepared to conduct the by-elections. He reiterated that the Commission is committed to conducting free, fair, transparent, credible, and inclusive elections. Dispatch of the materials, including ballot papers, will begin on Monday, 23rd February 2026. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_Receives_Ballot_Papers_as_Preparations_for_26th_February_By-Elections_Near_Completion,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000118,governance,"IEBC, ELGIA Spearhead Multi Sector Electoral Law Reforms to Strengthen 2027 Polls18th Feb 2026","Independent Electoral and Boundaries Commission (IEBC) led by Commissioner MaryKaren Sorobit, Chairperson, Legal Compliance and Political Parties Liaison Committee, in collaboration with ELGIA, is engaging stakeholders in a comprehensive electoral legal reform initiative aimed at fortifying governance and ensuring integrity in the electoral process ahead of the 2027 General Election. Describing the initiative as a key milestone in the post-2022 reform journey, Sorobit noted that the process builds on gaps identified after the 2017 General Election and reflects the Commission’s sustained commitment to strengthening the legal, administrative and regulatory framework underpinning Kenya’s elections. The reform package covers proposed amendments to the Elections Act, Election Offences Act, County Governments Act, campaign financing laws, a proposed Referendum Bill and regulations governing voter registration, voter education, party primaries and lists, election technology and campaign financing. “This is not a narrow legislative adjustment, but a structural effort to reinforce electoral governance, close legal gaps, and enhance enforceability well ahead of 2027,” she emphasized. A Multi-Sectoral Working Group, including representatives from the Kenya Law Reforms Commission, ORPP, AG, PPLC, JCE, PPDT, The National Assembly, Katiba Institute, ELOG, Transparency International, ICJ, has been established to guide the consultations and public participation process aimed at refining the draft Bills. By promoting collaboration among key election stakeholders, the Commission aims to ensure that the proposals are well-informed and aligned with the legal framework. The team is expected to fast-track the refinement and submission of the legislative instruments to Parliament in good time before the 2027 General Election. BonMak Olwal, Program Manager, UKAID, representing ELGIA, reaffirmed support for strengthening democratic governance through collaborative reform and urged stakeholders to actively contribute to enriching the proposed laws. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,"https://www.iebc.or.ke/news/?IEBC,_ELGIA_Spearhead_Multi_Sector_Electoral_Law_Reforms_to_Strengthen_2027_Polls",,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000119,governance,IEBC engages Vice Chancellors and leaders of universities and colleges and security agencies to enhance participation in electoral processes16th Feb 2026,"Today, the Commission, represented by Commissioner Dr. Alutalala Mukhwana, joined Vice Chancellors and leaders of universities and colleges, alongside security agencies, under the Jukwaa la Wasomi platform convened by the Universities and Colleges Students’ Peace Association of Kenya (UCSPAK). The meeting focused on the role of universities and colleges in promoting security, peace, and participation in electoral processes. While addressing the participants, Commissioner Dr. Alutalala urged Vice Chancellors and heads of institutions for higher learning to collaborate closely with the IEBC to ensure that students are registered as voters and actively participate in elections. Dr. Alutalala further affirmed the Commission’s commitment to leveraging university and college forums to facilitate voter registration and provide voter education to students. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_engages_Vice_Chancellors_and_leaders_of_universities_and_colleges_and_security_agencies_to_enhance_participation_in_electoral_processes_,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
psa_2026_000121,governance,IEBC and LSK Strengthen Partnership to Safeguard Electoral Integrity16th Feb 2026,"Today, the Law Society of Kenya (LSK), led by its President Faith Odhiambo, paid a courtesy call to the Independent Electoral and Boundaries Commission (IEBC) . The Commission led by Chairperson Erastus Ethekon welcomed the LSK delegation and underscored the importance of the engagement. IEBC Chairperson Erastus Ethekon, HSC noted that the LSK is a key institution within Kenya’s governance framework. He emphasized thatIEBC occupies a critical position in the country’s governance architecture, with a clear constitutional mandate to manage elections, referenda and boundary delimitation processes. He acknowledged the vital role LSK has played in advancing reforms in Kenya and stated that the Commission cannot effectively discharge its mandate without close collaboration with the Society. He observed that the meeting was particularly important for the new Commission as it seeks to strengthen partnerships and explore practical ways of supporting each another in delivering the respective mandates. The Chairperson further affirmed that the Commission welcomes constructive criticism. He stated that feedback that helps to improve processes, systems and the manner in which the Commission executes its public mandate is always encouraged. Addressing the LSK delegation, he reiterated the Commission’s openness to listen, learn and work together in moving the country forward. Following the by-elections, the Commission conducted a comprehensive post-election review involving stakeholders such as security agencies, political parties, candidates and civil society organizations inter alias. The review examined what worked well, identified areas that required improvement and generated lessons to inform future electoral processes. IEBC Chairperson Erastus Ethekon, HSC observed that the Commission also took note of concerns raised by stakeholders regarding the presence of gangs around polling areas, incidents of voter intimidation and harassment, electoral violence, and voter bribery. He noted that such acts are unlawful and undermine the integrity of the electoral process. While the Code of Conduct Enforcement Committee is mandated to address violations of the Electoral Code of Conduct, it can only take action upon receipt of a formal complaint. “The Commission therefore urges candidates, political parties, and members of the public to promptly report any breaches to enable appropriate action to be taken in accordance with the law, as it remains committed to ensuring peaceful, transparent, and credible elections,” he said. The Chairperson cautioned against rhetoric that undermines public confidence in the electoral body, stating: “If political leaders portray the Commission as compromised, their supporters may lose faith in the process and choose not to register or vote, believing that their participation is meaningless. We must therefore work together to support the Commission in delivering free, fair, inclusive, transparent and credible elections.” Faith Odhiambo, President of the Law Society of Kenya, expressed appreciation to the IEBC Chairperson and Commissioners for convening the meeting, noting the longstanding partnership between LSK and the Commission anchored on the rule of law and constitutionalism. She recalled that in the 2022GE, the Commission maintained an open door policy that allowed LSK to provide input on electoral laws and reforms, even under tight timelines and significant operational pressure. She reaffirmed LSK’s commitment to supporting necessary legal reforms, including campaign financing laws, to enhance the integrity and smooth conduct of elections. Odhiambo emphasized that sustained stakeholder support is essential to strengthening Kenya’s electoral processes. On judicial engagement, she called for closer collaboration between the Commission and the Judiciary to minimize last minute court orders that often disrupt electoral timelines and create uncertainty for candidates and voters. Odhiambo further proposed joint Continuing Professional Development (CPD) sessions to enhance electoral knowledge among advocates, particularly young lawyers. She underscored the importance of broader public awareness through radio, observing that while Gen Z is active on social media, a significant portion of Kenyans still rely on traditional media platforms for information. In this regard, she noted that LSK plans to conduct nationwide civic education in September and October through LSK Legal Awareness Week, including the distribution of pamphlets covering key topics to be agreed upon with the Commission. ""On the issue of disinformation, we must invest significantly in media monitoring and rapid response, especially to tackle AI-generated and manipulated content that disproportionately targets female candidates. Structured engagement with digital platforms is crucial to ensure swift action against users spreading harmful content,"" said Odhiambo. She concluded by emphasizing the continued partnership between LSK and the Commission in areas including election observation, accreditation, and electoral reform. #26thFebByelections | #YourVoteYourFuture | #TalkwithIEBC | #StopFakeNews",en,https://www.iebc.or.ke/news/?IEBC_and_LSK_Strengthen_Partnership_to_Safeguard_Electoral_Integrity,,medium,Independent Electoral and Boundaries Commission,"{""adapter"": ""generic_html""}"
