pair_id,psa_id,Domain,source_lang,target_lang,source_text,target_text,method,confidence,verified,Source,Metadata
guz_tpl_000512,psa_2026_001726,Agriculture,en,guz,KALRO reminds farmers to follow grazing advisories during the drought period in Machakos County.,ADVISORY. KALRO nigo ekoiria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001726_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000513,psa_2026_001726,Agriculture,en,guz,Registration closes on 1 October 2026.,Ministry of Agriculture nigo ekoragereria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Kobwata gotanga 25 February 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001726_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000514,psa_2026_001726,Agriculture,en,guz,Further updates will be shared through official government platforms.,County Department of Agriculture nigo ekoragereria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001726_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000515,psa_2026_001727,Agriculture,en,guz,Ministry of Agriculture: Cooperative members are advised to follow grazing advisories during the drought period.,"Ministry of Agriculture nigo ekoragereria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001727_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000516,psa_2026_001727,Agriculture,en,guz,Registration closes on 4 March 2026.,"KALRO nigo ekoragereria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Rituko: 22 March 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001727_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000517,psa_2026_001727,Agriculture,en,guz,"For accurate information, visit the official website and follow verified social media channels only.","KEPHIS nigo ekoiria abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001727_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000518,psa_2026_001728,Education,en,guz,The Ministry of Education reminds students to complete HELB loan applications before the deadline.,Ministry of Education nigo ekoransia abakuru ba chisuomi go korusia application chia HELB mbere ya rituko. Kobwata gotanga 9 August 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001728_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000519,psa_2026_001728,Education,en,guz,Further updates will be shared through official government platforms.,ALERT. KUCCPS nigo ekoransia abakori ba emebero go korusia ebirengo bia chisuomi goika portal ya goseka goika Kisumu County. Rituko: 24 December 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001728_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000520,psa_2026_001729,Agriculture,en,guz,KEPHIS: Cooperative members are advised to follow grazing advisories during the drought period.,KEPHIS nigo ekoransia abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Kobwata gotanga 22 October 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001729_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000521,psa_2026_001729,Agriculture,en,guz,Registration closes on 20 July 2026.,"ADVISORY. NDMA nigo ekoiria abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001729_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000522,psa_2026_001729,Agriculture,en,guz,Further updates will be shared through official government platforms.,ALERT. KEPHIS nigo ekoransia abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Mombasa County. Kobwata gotanga 3 January 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001729_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000523,psa_2026_001730,Security,en,guz,The NTSA reminds members of the public to evacuate low-lying areas when flood alerts are issued.,NTSA nigo ekoiria abanto bonsi go gotuma chisukuru chiria chiina amache buna alert yabwate. Ororagererio rwa rero rwatangire buna. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001730_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000524,psa_2026_001730,Security,en,guz,Further updates will be shared through official government platforms.,ALERT. Ministry of Interior nigo ekoransia abarori ba emechoro go gokora amachiko a emechoro na gotiga gotanga goika Nakuru County. Kobwata gotanga 22 November 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001730_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000525,psa_2026_001731,Security,en,guz,NDMA: Motorists are advised to follow official weather advisories before travel.,NDMA nigo ekoransia abari ba emechoro go gokora amachiko a ombe a goseka mbere ya gotema. Rituko: 28 September 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001731_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000526,psa_2026_001731,Security,en,guz,"For accurate information, visit the official website and follow verified social media channels only.",NTSA nigo ekoransia abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 11 April 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001731_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000527,psa_2026_001732,Security,en,guz,NDMA: Drivers are advised to evacuate low-lying areas when flood alerts are issued.,NDMA nigo ekoragereria abanto bonsi go gotuma chisukuru chiria chiina amache buna alert yabwate. Kobwata gotanga 3 April 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001732_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000528,psa_2026_001732,Security,en,guz,Act before 7 October 2026 to avoid penalties.,ADVISORY. NTSA nigo ekoiria abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Rituko: 11 August 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001732_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000529,psa_2026_001732,Security,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,National Police Service nigo ekoragereria abari ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 18 January 2026. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001732_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000530,psa_2026_001733,Agriculture,en,guz,"KEPHIS reminds farmers to store harvested produce in dry, secure facilities.",KEPHIS nigo ekoragereria abahini go kobeka ebirimo birete goika chisukuru chirekeire. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001733_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000531,psa_2026_001733,Agriculture,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,ALERT. Ministry of Agriculture nigo ekoransia abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Nyamira County. Kobwata gotanga 15 December 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001733_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000532,psa_2026_001734,Health,en,guz,Ministry of Health requests health workers to seek medical care immediately if symptoms appear in Nairobi County.,Ministry of Health nigo ekoragereria abanto bonsi go gosa oborwaria bwango buna oborware bwabwate. Rituko: 27 June 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001734_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000533,psa_2026_001734,Health,en,guz,Further updates will be shared through official government platforms.,County Department of Health nigo ekoragereria abarwaria go korwa amaboko buna na sabuluni na amache male. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001734_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000534,psa_2026_001735,Agriculture,en,guz,NDMA warns farmers to follow grazing advisories during the drought period.,NDMA nigo ekoragereria abanto ba chikooperati go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001735_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000535,psa_2026_001735,Agriculture,en,guz,Registration closes on 15 June 2026.,"ALERT. NDMA nigo ekoransia abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Nakuru County. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001735_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.707771+00:00""}"
guz_tpl_000536,psa_2026_001735,Agriculture,en,guz,"For accurate information, visit the official website and follow verified social media channels only.",ALERT. County Department of Agriculture nigo ekoransia abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Machakos County. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001735_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000537,psa_2026_001736,Security,en,guz,The Ministry of Interior reminds motorists to use only designated crossing points during heavy rains.,ADVISORY. Ministry of Interior nigo ekoiria abarori ba emechoro go gokora amachiko a emechoro na gotiga gotanga. Kobwata gotanga 19 December 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001736_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000538,psa_2026_001736,Security,en,guz,"For accurate information, visit the official website and follow verified social media channels only.",NDMA nigo ekoragereria abanto ba chisukuru go gokora amachiko a emechoro na gotiga gotanga. Korusia goika chinsa 7. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001736_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000539,psa_2026_001737,Agriculture,en,guz,NDMA: Cooperative members are advised to follow grazing advisories during the drought period.,NDMA nigo ekoiria abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo. Korusia goika chinsa 7. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001737_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000540,psa_2026_001737,Agriculture,en,guz,Registration closes on 23 August 2026.,ALERT. KEPHIS nigo ekoransia abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Kisii County. Korusia goika chinsa 7. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001737_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000541,psa_2026_001737,Agriculture,en,guz,"For accurate information, visit the official website and follow verified social media channels only.",County Department of Agriculture nigo ekoiria abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001737_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000542,psa_2026_001738,Agriculture,en,guz,KEPHIS warns farmers to report pest outbreaks to the nearest agricultural officer.,ADVISORY. KEPHIS nigo ekoiria abagori go gotera ebirware bia ebirimo goika omorori bw'obuhini. Kobwata gotanga 26 July 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001738_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000543,psa_2026_001738,Agriculture,en,guz,Act before 21 October 2026 to avoid penalties.,"Ministry of Agriculture nigo ekoragereria abahini go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001738_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000544,psa_2026_001738,Agriculture,en,guz,Further updates will be shared through official government platforms.,KEPHIS nigo ekoransia abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Korusia goika chinsa 7. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001738_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000545,psa_2026_001739,Education,en,guz,HELB requests candidates to update contact details for scholarship communication in Kiambu County.,HELB nigo ekoransia abakuru ba chisuomi go korusia ebirengo bia chisuomi goika portal ya goseka. Korusia goika chinsa 7. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001739_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000546,psa_2026_001739,Education,en,guz,Registration closes on 4 December 2026.,ADVISORY. TSC nigo ekoiria ababeri na abarori go korusia ebirengo bia chisuomi goika portal ya goseka. Ororagererio rwa rero rwatangire buna. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001739_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000547,psa_2026_001739,Education,en,guz,"For accurate information, visit the official website and follow verified social media channels only.","ALERT. Ministry of Education nigo ekoransia abakori ba emebero go korusia ebirengo bia chisuomi goika portal ya goseka goika Kakamega County. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001739_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000548,psa_2026_001740,Education,en,guz,The KUCCPS reminds parents and guardians to avoid exam malpractice and report any malpractice attempts.,KUCCPS nigo ekoransia abakuru ba chisuomi go korusia ebirengo bia chisuomi goika portal ya goseka. Ororagererio rwa rero rwatangire buna. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001740_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000549,psa_2026_001740,Education,en,guz,Registration closes on 13 July 2026.,TSC nigo ekoransia ababeri na abarori go korusia ebirengo bia chisuomi goika portal ya goseka. Kobwata gotanga 3 November 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001740_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000550,psa_2026_001740,Education,en,guz,"For accurate information, visit the official website and follow verified social media channels only.","ADVISORY. KNEC nigo ekoiria ababeri na abarori go korusia ebirengo bia chisuomi goika portal ya goseka. Kobwata gotanga 9 July 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001740_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000551,psa_2026_001741,Education,en,guz,HELB warns school heads to complete HELB loan applications before the deadline.,"HELB nigo ekoransia abakuru ba chisuomi go korusia application chia HELB mbere ya rituko. Korusia goika chinsa 7. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.55,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""verb_map"", ""sentence_id"": ""psa_2026_001741_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000552,psa_2026_001741,Education,en,guz,"For accurate information, visit the official website and follow verified social media channels only.",KNEC nigo ekoransia abanyeshomi go korusia ebirengo bia chisuomi goika portal ya goseka. Rituko: 26 August 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001741_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000553,psa_2026_001742,Agriculture,en,guz,The KALRO reminds livestock keepers to avoid fake fertiliser and buy only from licensed agrovets.,KALRO nigo ekoragereria abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001742_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000554,psa_2026_001742,Agriculture,en,guz,Act before 18 September 2026 to avoid penalties.,ALERT. County Department of Agriculture nigo ekoransia abaremi ba ching'ombe go goserera ebirimo bikonyora omuya bw'omwaka oyo goika Kakamega County. Rituko: 7 April 2026. Amachiko ande nigo agochia goika chinsa chia goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001742_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000555,psa_2026_001742,Agriculture,en,guz,Further updates will be shared through official government platforms.,KALRO nigo ekoiria abagori go goserera ebirimo bikonyora omuya bw'omwaka oyo. Ororagererio rwa rero rwatangire buna. Gotiga gokora nigo gokonya amachiko a chinsa.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001742_s03"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000556,psa_2026_001743,Education,en,guz,The KUCCPS reminds students to ensure learners report to school with required documents.,KUCCPS nigo ekoragereria abanyeshomi go korusia ebirengo bia chisuomi goika portal ya goseka. Kobwata gotanga 20 November 2026. Abanto bonsi nigo barekania gotiga amajambo atari a goseka.,guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001743_s01"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
guz_tpl_000557,psa_2026_001743,Education,en,guz,The public is hereby informed to disregard rumours not issued through official channels.,"TSC nigo ekoragereria ababeri na abarori go korusia ebirengo bia chisuomi goika portal ya goseka. Kobwata gotanga 9 July 2026. Goika amachiko male, genda website ya goseka na gokora social media egoseka buna.",guz_psa_template,0.4,false,synthetic://lughalink/psa_framework_template,"{""synthetic"": true, ""method"": ""guz_psa_template"", ""match_mode"": ""domain_fallback"", ""sentence_id"": ""psa_2026_001743_s02"", ""human_reviewed"": false, ""silver"": true, ""generated_at"": ""2026-08-11T19:06:39.708773+00:00""}"
